,misc,misc_features
57,<h2>Categories</h2>,"{""tag_sequence"": ""html>body>div>div>div>div>div>h2"", ""next_sibling"": ""div"", ""parent_node"": ""div"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 227.5, ""y"": 2624.890625, ""height"": 34, ""width"": 111, ""is_visible"": true, ""aria_role"": ""heading"", ""bgcolor"": [251, 72, 52, 1], ""font_color"": [255, 255, 255, 1], ""font_size"": ""16px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
58,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Annmekam?&amp;max-results=7"">Annmekam</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 227.5, ""y"": 2679.28125, ""height"": 28, ""width"": 101, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
59,"<span class=""label-count"" dir=""ltr"">(20)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
60,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/cinema?&amp;max-results=7"">cinema</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 333.5, ""y"": 2679.28125, ""height"": 28, ""width"": 74, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
61,"<span class=""label-count"" dir=""ltr"">(13)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
62,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/cinema%20news?&amp;max-results=7"">cinema news</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 412.5, ""y"": 2679.28125, ""height"": 28, ""width"": 119, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
63,"<span class=""label-count"" dir=""ltr"">(40)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
64,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Common?&amp;max-results=7"">Common</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 227.5, ""y"": 2712.28125, ""height"": 28, ""width"": 82, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
65,"<span class=""label-count"" dir=""ltr"">(8)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 15, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
66,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/India?&amp;max-results=7"">India</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 314.5, ""y"": 2712.28125, ""height"": 28, ""width"": 59, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
67,"<span class=""label-count"" dir=""ltr"">(42)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
68,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/News?&amp;max-results=7"">News</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 378, ""y"": 2712.28125, ""height"": 28, ""width"": 60, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
69,"<span class=""label-count"" dir=""ltr"">(19)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
70,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Others?&amp;max-results=7"">Others</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 443, ""y"": 2712.28125, ""height"": 28, ""width"": 74, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
71,"<span class=""label-count"" dir=""ltr"">(11)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
72,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Popular%20Posts?&amp;max-results=7"">Popular Posts</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 227.5, ""y"": 2745.28125, ""height"": 28, ""width"": 133, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
73,"<span class=""label-count"" dir=""ltr"">(5)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 15, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
74,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Rasipalan?&amp;max-results=7"">Rasipalan</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 365, ""y"": 2745.28125, ""height"": 28, ""width"": 97, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
75,"<span class=""label-count"" dir=""ltr"">(7)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 15, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
76,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/slider?&amp;max-results=7"">slider</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 466.5, ""y"": 2745.28125, ""height"": 28, ""width"": 67, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
77,"<span class=""label-count"" dir=""ltr"">(47)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
78,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Sri%20Lank?&amp;max-results=7"">Sri Lank</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 227.5, ""y"": 2778.28125, ""height"": 28, ""width"": 83, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
79,"<span class=""label-count"" dir=""ltr"">(18)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
80,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Sri%20Lanka?&amp;max-results=7"">Sri Lanka</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 315.5, ""y"": 2778.28125, ""height"": 28, ""width"": 93, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
81,"<span class=""label-count"" dir=""ltr"">(234)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 29, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
82,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/srilanka?&amp;max-results=7"">srilanka</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 413, ""y"": 2778.28125, ""height"": 28, ""width"": 88, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
83,"<span class=""label-count"" dir=""ltr"">(21)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
84,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/swiss%20news?&amp;max-results=7"">swiss news</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 227.5, ""y"": 2811.28125, ""height"": 28, ""width"": 107, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
85,"<span class=""label-count"" dir=""ltr"">(4)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 15, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
86,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/Technology?&amp;max-results=7"">Technology</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 339.5, ""y"": 2811.28125, ""height"": 28, ""width"": 112, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
87,"<span class=""label-count"" dir=""ltr"">(15)</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>span"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 14, ""width"": 22, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
88,"<a dir=""ltr"" href=""https://www.kathiravan.com/search/label/World?&amp;max-results=7"">World</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": ""span"", ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 456.5, ""y"": 2811.28125, ""height"": 28, ""width"": 68, ""is_visible"": true, ""aria_role"": ""link"", ""bgcolor"": [239, 239, 239, 1], ""font_color"": [0, 0, 0, 1], ""font_size"": ""12px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
